Timestamp,Dado
2025-10-07 20:25:20.828,10.61
2025-10-07 20:25:20.850,10.61
2025-10-07 20:25:20.875,10.08
2025-10-07 20:25:20.895,10.12
2025-10-07 20:25:20.915,10.57
2025-10-07 20:25:20.925,10.61
2025-10-07 20:25:20.957,10.74
2025-10-07 20:25:20.977,10.57
2025-10-07 20:25:20.998,10.61
2025-10-07 20:25:21.015,10.61
2025-10-07 20:25:21.025,10.61
2025-10-07 20:25:21.059,10.61
2025-10-07 20:25:21.079,10.61
2025-10-07 20:25:21.098,10.61
2025-10-07 20:25:21.115,10.57
2025-10-07 20:25:21.141,10.57
2025-10-07 20:25:21.161,10.61
2025-10-07 20:25:21.182,10.61
2025-10-07 20:25:21.198,10.61
2025-10-07 20:25:21.209,10.57
2025-10-07 20:25:21.244,10.61
2025-10-07 20:25:21.263,10.65
2025-10-07 20:25:21.281,10.57
2025-10-07 20:25:21.292,10.52
2025-10-07 20:25:21.326,10.57
2025-10-07 20:25:21.346,10.61
2025-10-07 20:25:21.365,10.52
2025-10-07 20:25:21.381,10.44
2025-10-07 20:25:21.407,10.57
2025-10-07 20:25:21.427,10.57
2025-10-07 20:25:21.448,10.01
2025-10-07 20:25:21.465,10.12
2025-10-07 20:25:21.481,10.57
2025-10-07 20:25:21.510,10.61
2025-10-07 20:25:21.530,10.74
2025-10-07 20:25:21.548,10.57
2025-10-07 20:25:21.565,10.52
2025-10-07 20:25:21.592,10.57
2025-10-07 20:25:21.612,10.57
2025-10-07 20:25:21.632,10.52
2025-10-07 20:25:21.644,10.52
2025-10-07 20:25:21.674,10.52
2025-10-07 20:25:21.694,10.52
2025-10-07 20:25:21.714,10.48
2025-10-07 20:25:21.731,10.48
2025-10-07 20:25:21.742,10.52
2025-10-07 20:25:21.776,10.52
2025-10-07 20:25:21.796,10.52
2025-10-07 20:25:21.814,10.52
2025-10-07 20:25:21.825,10.52
2025-10-07 20:25:21.858,10.52
2025-10-07 20:25:21.878,10.48
2025-10-07 20:25:21.898,10.52
2025-10-07 20:25:21.915,10.52
2025-10-07 20:25:21.931,10.44
2025-10-07 20:25:21.960,10.44
2025-10-07 20:25:21.980,10.52
2025-10-07 20:25:21.998,10.52
2025-10-07 20:25:22.009,9.97
2025-10-07 20:25:22.042,10.36
2025-10-07 20:25:22.063,10.52
2025-10-07 20:25:22.081,10.57
2025-10-07 20:25:22.098,10.61
2025-10-07 20:25:22.124,10.57
2025-10-07 20:25:22.144,10.52
2025-10-07 20:25:22.164,10.57
2025-10-07 20:25:22.181,10.61
2025-10-07 20:25:22.192,10.52
2025-10-07 20:25:22.226,10.48
2025-10-07 20:25:22.246,10.52
2025-10-07 20:25:22.265,10.52
2025-10-07 20:25:22.280,10.48
2025-10-07 20:25:22.308,10.48
2025-10-07 20:25:22.328,10.52
2025-10-07 20:25:22.348,10.57
2025-10-07 20:25:22.359,10.52
2025-10-07 20:25:22.390,10.48
2025-10-07 20:25:22.410,10.61
2025-10-07 20:25:22.431,10.61
2025-10-07 20:25:22.442,10.48
2025-10-07 20:25:22.459,10.44
2025-10-07 20:25:22.492,10.52
2025-10-07 20:25:22.512,10.57
2025-10-07 20:25:22.531,9.97
2025-10-07 20:25:22.542,10.32
2025-10-07 20:25:22.574,10.52
2025-10-07 20:25:22.595,10.57
2025-10-07 20:25:22.615,10.57
